Number,Title,Yardage,Description,TSS,Duration
3,Endurance Build #3,2500,"Warm Up 500 as: - 300 Swim @50-60% - 3x25 Kick - Take 5-10s - 3x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 4x50 as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 4x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 5:47-5:52 (Z2) #3 - @70% br3 #4 - in 5:39-5:44 (CS) #5 - Paddles @70% br3 Cool Down 3x25 25 Press Your Buoy Drill - Take 5s 100 Swim br 3/5/7/3 by 25",50,2444
3,Endurance Build #3,3000,"Warm Up 500 as: - 300 Swim @50-60% - 3x25 Kick - Take 5-10s - 3x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 5x50 as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 4x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 5:47-5:52 (Z2) #3 - @70% br3 #4 - in 5:39-5:44 (CS) #5 - Paddles @70% br3 Cool Down 3x25 25 Press Your Buoy Drill - Take 5s 100 Swim br 3/5/7/3 by 25",60,2932
3,Endurance Build #3,3500,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 5:47-5:52 (Z2) #3 - @70% br3 #4 - in 5:39-5:44 (CS) #5 - Paddles @70% br3 Cool Down 4x25 25 Press Your Buoy Drill - Take 5s 100 Swim br 3/5/7/3 by 25",70,3421
4,Endurance Build #4,2000,"Warm Up 700 as: - 200 @50-70% - 200 Pull @70%, focus on a strong rotation - 2x50 Swim in :42 (CS) on :55 - 2x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim, focus on Catch - Take 10s) Pre-Set 600 Swim as 25H / 25E Main Set 2x200 Pull/Paddles @70-80% - Take 20s 5x50 BAND - Take 15s 3x100 Pull, focus on Catch and Pull @80-90% - Take 20s Cool Down 200 Swim, br 3/5/3/7 by 25",40,1955
4,Endurance Build #4,2500,"Warm Up 700 as: - 200 @50-70% - 200 Pull @70%, focus on a strong rotation - 3x50 Swim in :42 (CS) on :55 - 3x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim, focus on Catch - Take 10s) Pre-Set 600 Swim as 25H / 25E Main Set 3x200 Pull/Paddles @70-80% - Take 20s 6x50 BAND - Take 15s 4x100 Pull, focus on Catch and Pull @80-90% - Take 20s Cool Down 200 Swim, br 3/5/3/7 by 25",50,2444
4,Endurance Build #4,3000,"Warm Up 700 as: - 200 @50-70% - 200 Pull @70%, focus on a strong rotation - 3x50 Swim in :42 (CS) on :55 - 3x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim, focus on Catch - Take 10s) Pre-Set 600 Swim as 25H / 25E Main Set 3x200 Pull/Paddles @70-80% - Take 20s 7x50 BAND - Take 15s 4x100 Pull, focus on Catch and Pull @80-90% - Take 20s Cool Down 200 Swim, br 3/5/3/7 by 25",60,2932
4,Endurance Build #4,3500,"Warm Up 700 as: - 200 @50-70% - 200 Pull @70%, focus on a strong rotation - 4x50 Swim in :42 (CS) on :55 - 4x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim, focus on Catch - Take 10s) Pre-Set 600 Swim as 25H / 25E Main Set 4x200 Pull/Paddles @70-80% - Take 20s 8x50 BAND - Take 15s 5x100 Pull, focus on Catch and Pull @80-90% - Take 20s Cool Down 200 Swim, br 3/5/3/7 by 25",70,3421
5,Endurance Build #5,2000,"Warm Up 500 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 2x25 Press Your Buoy Drill Drill Set 5x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 2x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 2:53-2:56 (Z2) on 3:10 2x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",40,1955
5,Endurance Build #5,2500,"Warm Up 500 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill Drill Set 6x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 3x100 as 25 Single Arm Drill, 75 Swim - Take 15s 4x200 Swim in 2:53-2:56 (Z2) on 3:10 3x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",50,2444
5,Endurance Build #5,3000,"Warm Up 500 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill Drill Set 7x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 3x100 as 25 Single Arm Drill, 75 Swim - Take 15s 5x200 Swim in 2:53-2:56 (Z2) on 3:10 3x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",60,2932
5,Endurance Build #5,3500,"Warm Up 500 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 4x25 Press Your Buoy Drill Drill Set 8x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 4x100 as 25 Single Arm Drill, 75 Swim - Take 15s 6x200 Swim in 2:53-2:56 (Z2) on 3:10 4x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",70,3421
6,Endurance Build #6,2000,"Warm Up 750 as: - 200 Swim @50-70% - 3x25 Catch Up Drill - Take 5s - 2x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 3x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 3x75 Swim in 1:03 (CS) on 1:15 Main Set 2x100 Swim in 1:25 (CS) on 1:35 1x300 Swim in 4:20–4:24 (Z2) on 4:35, sight each 25 2x200 Swim on 3:10 as: - ODDS: in 2:49–2:52 (CS) - EVENS: in 2:58–3:01 (Z1) Cool Down 200 EASY Pull",40,1955
6,Endurance Build #6,2500,"Warm Up 750 as: - 200 Swim @50-70% - 4x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 4x75 Swim in 1:03 (CS) on 1:15 Main Set 3x100 Swim in 1:25 (CS) on 1:35 1x300 Swim in 4:20–4:24 (Z2) on 4:35, sight each 25 3x200 Swim on 3:10 as: - ODDS: in 2:49–2:52 (CS) - EVENS: in 2:58–3:01 (Z1) Cool Down 200 EASY Pull",50,2444
6,Endurance Build #6,3000,"Warm Up 750 as: - 200 Swim @50-70% - 5x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 5x75 Swim in 1:03 (CS) on 1:15 Main Set 3x100 Swim in 1:25 (CS) on 1:35 2x300 Swim in 4:20–4:24 (Z2) on 4:35, sight each 25 3x200 Swim on 3:10 as: - ODDS: in 2:49–2:52 (CS) - EVENS: in 2:58–3:01 (Z1) Cool Down 200 EASY Pull",60,2932
6,Endurance Build #6,3500,"Warm Up 750 as: - 200 Swim @50-70% - 6x25 Catch Up Drill - Take 5s - 4x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 6x75 Swim in 1:03 (CS) on 1:15 Main Set 4x100 Swim in 1:25 (CS) on 1:35 2x300 Swim in 4:20–4:24 (Z2) on 4:35, sight each 25 4x200 Swim on 3:10 as: - ODDS: in 2:49–2:52 (CS) - EVENS: in 2:58–3:01 (Z1) Cool Down 200 EASY Pull",70,3421
7,Endurance Build #7,2000,"Warm Up 600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 3x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 3x100 Swim in 1:27 (Z2) on 1:40 3x100 Swim in 1:25 (CS) on 1:35 2x100 Swim in 1:21 (5%) on 1:40 2x100 Swim in 1:17 (10%) on 1:35 2x50 Swim in :40 (5%) on :55 Cool Down 2x25 Press Your Buoy - Take 10s 100 Choice",40,1955
7,Endurance Build #7,2500,"Warm Up 600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 4x100 Swim in 1:27 (Z2) on 1:40 3x100 Swim in 1:25 (CS) on 1:35 3x100 Swim in 1:21 (5%) on 1:40 2x100 Swim in 1:17 (10%) on 1:35 3x50 Swim in :40 (5%) on :55 Cool Down 3x25 Press Your Buoy - Take 10s 100 Choice",50,2444
7,Endurance Build #7,3000,"Warm Up 600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 5x100 Swim in 1:27 (Z2) on 1:40 4x100 Swim in 1:25 (CS) on 1:35 3x100 Swim in 1:21 (5%) on 1:40 2x100 Swim in 1:17 (10%) on 1:35 3x50 Swim in :40 (5%) on :55 Cool Down 3x25 Press Your Buoy - Take 10s 100 Choice",60,2932
7,Endurance Build #7,3500,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 6x100 Swim in 1:27 (Z2) on 1:40 5x100 Swim in 1:25 (CS) on 1:35 4x100 Swim in 1:21 (5%) on 1:40 3x100 Swim in 1:17 (10%) on 1:35 4x50 Swim in :40 (5%) on :55 Cool Down 4x25 Press Your Buoy - Take 10s 100 Choice",70,3421
7,Endurance Build #7,3600,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 6x100 Swim in 1:27 (Z2) on 1:40 5x100 Swim in 1:25 (CS) on 1:35 4x100 Swim in 1:21 (5%) on 1:40 3x100 Swim in 1:17 (10%) on 1:35 4x50 Swim in :40 (5%) on :55 Cool Down 4x25 Press Your Buoy - Take 10s 100 Choice",72,3519
8,Endurance Build #8,2000,"Warm Up 600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Pull, descend 1-3, 4 EASY - 200 Swim @70% Drill Set 3x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim Pre-Set 3x100 - Take 10-15s, as: - 25@90%, 50@80%, 25@70% Main Set 1x400 Swim in 5:47-5:52 (Z2) on 6:10 100 EASY Pull 3x100 Swim as: - ODDS: in 1:25 (CS) on 1:35 - EVENS: in 1:29 (Z1) on 1:40 100 EASY Pull 3x50 Swim in :38 (10%) on :55 Cool Down 2x25 Catch Up Drill - Take 5s 100 Choice",40,1955
8,Endurance Build #8,2500,"Warm Up 600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Pull, descend 1-3, 4 EASY - 200 Swim @70% Drill Set 4x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim Pre-Set 4x100 - Take 10-15s, as: - 25@90%, 50@80%, 25@70% Main Set 1x400 Swim in 5:47-5:52 (Z2) on 6:10 100 EASY Pull 4x100 Swim as: - ODDS: in 1:25 (CS) on 1:35 - EVENS: in 1:29 (Z1) on 1:40 100 EASY Pull 4x50 Swim in :38 (10%) on :55 Cool Down 3x25 Catch Up Drill - Take 5s 100 Choice",50,2444
8,Endurance Build #8,3000,"Warm Up 600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Pull, descend 1-3, 4 EASY - 200 Swim @70% Drill Set 5x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim Pre-Set 4x100 - Take 10-15s, as: - 25@90%, 50@80%, 25@70% Main Set 2x400 Swim in 5:47-5:52 (Z2) on 6:10 100 EASY Pull 5x100 Swim as: - ODDS: in 1:25 (CS) on 1:35 - EVENS: in 1:29 (Z1) on 1:40 100 EASY Pull 5x50 Swim in :38 (10%) on :55 Cool Down 3x25 Catch Up Drill - Take 5s 100 Choice",60,2932
8,Endurance Build #8,3500,"Warm Up 600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Pull, descend 1-3, 4 EASY - 200 Swim @70% Drill Set 6x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim Pre-Set 5x100 - Take 10-15s, as: - 25@90%, 50@80%, 25@70% Main Set 2x400 Swim in 5:47-5:52 (Z2) on 6:10 100 EASY Pull 6x100 Swim as: - ODDS: in 1:25 (CS) on 1:35 - EVENS: in 1:29 (Z1) on 1:40 100 EASY Pull 6x50 Swim in :38 (10%) on :55 Cool Down 4x25 Catch Up Drill - Take 5s 100 Choice",70,3421
9,Open Water Skills #1,2000,"Warm Up 600 as: - 300 Swim @50–70% - 5x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 5x25 Press Your Buoy Drill – Take 5–10s 5x25 TARZAN Swim – Take 5–10s Pre-Set 2x50 Swim as 25 HIGH Turnover, 25 Steady 2x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set – One Times Through... - 1x400 in 5:47–5:52 (Z2), sight in the middle of each length – Take 15s - 1x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 2x25 Press Your Buoy Drill – Take 5–10s 2x25 TARZAN Swim – Take 5–10s 100 Choice",40,1955
9,Open Water Skills #1,2500,"Warm Up 600 as: - 300 Swim @50–70% - 6x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 6x25 Press Your Buoy Drill – Take 5–10s 6x25 TARZAN Swim – Take 5–10s Pre-Set 3x50 Swim as 25 HIGH Turnover, 25 Steady 3x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set – One Times Through... - 1x400 in 5:47–5:52 (Z2), sight in the middle of each length – Take 15s - 1x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 3x25 Press Your Buoy Drill – Take 5–10s 3x25 TARZAN Swim – Take 5–10s 100 Choice",50,2444
9,Open Water Skills #1,3000,"Warm Up 600 as: - 300 Swim @50–70% - 7x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 7x25 Press Your Buoy Drill – Take 5–10s 7x25 TARZAN Swim – Take 5–10s Pre-Set 3x50 Swim as 25 HIGH Turnover, 25 Steady 3x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set – Two Times Through... - 2x400 in 5:47–5:52 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 3x25 Press Your Buoy Drill – Take 5–10s 3x25 TARZAN Swim – Take 5–10s 100 Choice",60,2932
9,Open Water Skills #1,3500,"Warm Up 600 as: - 300 Swim @50–70% - 8x25 Kick – Take 5s - 100 Pull @60–70% Drill Set 8x25 Press Your Buoy Drill – Take 5–10s 8x25 TARZAN Swim – Take 5–10s Pre-Set 4x50 Swim as 25 HIGH Turnover, 25 Steady 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set – Two Times Through... - 2x400 in 5:47–5:52 (Z2), sight in the middle of each length – Take 15s - 2x100 @HIGH uptempo, with no walls* – Take 10s - 100 EASY reset Cool Down 4x25 Press Your Buoy Drill – Take 5–10s 4x25 TARZAN Swim – Take 5–10s 100 Choice",70,3421
10,Open Water Skills #2,2000,"Warm Up 700 as: - 300 Swim @50-70% - 2x25 Kick - Take 5s - 200 Pull @60-70% - 2x25 FAST Paddles - Take 5-10s Drill Set 3x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 5x25 TARZAN Swim - Take 5-10s 2x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 2x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 3x100 Swim with NO walls - Take 20s Cool Down 2x25 Press Your Buoy Drill - Take 5-10s 2x25 TARZAN Swim - Take 5-10s 100 Choice",40,1955
10,Open Water Skills #2,2500,"Warm Up 700 as: - 300 Swim @50-70% - 3x25 Kick - Take 5s - 200 Pull @60-70% - 3x25 FAST Paddles - Take 5-10s Drill Set 4x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 6x25 TARZAN Swim - Take 5-10s 3x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 3x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 4x100 Swim with NO walls - Take 20s Cool Down 3x25 Press Your Buoy Drill - Take 5-10s 3x25 TARZAN Swim - Take 5-10s 100 Choice",50,2444
10,Open Water Skills #2,3000,"Warm Up 700 as: - 300 Swim @50-70% - 3x25 Kick - Take 5s - 200 Pull @60-70% - 3x25 FAST Paddles - Take 5-10s Drill Set 5x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 7x25 TARZAN Swim - Take 5-10s 3x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 3x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 5x100 Swim with NO walls - Take 20s Cool Down 3x25 Press Your Buoy Drill - Take 5-10s 3x25 TARZAN Swim - Take 5-10s 100 Choice",60,2932
10,Open Water Skills #2,3500,"Warm Up 700 as: - 300 Swim @50-70% - 4x25 Kick - Take 5s - 200 Pull @60-70% - 4x25 FAST Paddles - Take 5-10s Drill Set 6x50 Swim @80% - sight every 6 strokes - Take 10-15s Pre-Set 8x25 TARZAN Swim - Take 5-10s 4x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 4x300 - Take 15s, as: - 100 as 2x(25 Over-Kick/25 Limit Kick) - 100 @70%, sight every 6 strokes - 100 focused on a HIGH turnover 6x100 Swim with NO walls - Take 20s Cool Down 4x25 Press Your Buoy Drill - Take 5-10s 4x25 TARZAN Swim - Take 5-10s 100 Choice",70,3421
11,Open Water Skills #3,2000,"Warm Up 600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 200 Pull @60-70% - 2x25 Swim w/ FAST Starts, easy to the wall - Take 5-10s Drill Set 5x50 as 25 Single-Arm Drill / 25 Swim focusing on a strong Catch and Pull - Take 10-15s Pre-Set 2x25 TARZAN Swim - Take 5-10s 3x50 Swim as 25 OVER-Kick, 25 Limit Kick Main Set 1x400 Pull/Paddles @80%, focusing on a strong Catch and Pull - Take 20s 6x50 Swim as 25 HARD!!! / 25 @80% - Take 15s 1x300 Pull @80% w/ no walls, and sighting twice per 25 - Take 15s Cool Down 2x25 Single-Arm Drill - Take 5-10s 100 Choice",40,1955
