Number,Title,Yardage,Description,TSS,Duration
2,Triathlon Swim Series - Endurance Build #2,3500.0,"Warm Up 400 as: - 200 Swim @50–70% - 100 Pull/Paddles @70% - 4x25 FAST Swim – Take 10s Drill Set – Take 5–10s after each 50 Six Times Through... - 25 TARZAN Swim - 25 Swim Pre-Set 8x(25 Kick, 50 Swim @80% – Take 10s) Main Set 6x100 Swim in 1:10 (CS) on 1:20 2x250 Swim in 2:58–3:01 (Z2) on 3:15 500 Swim in 5:56-6:02 (Z2) – Take 20s 4x100 Swim in 1:07 (5%) on 1:25 Cool Down 4x25 TARZAN Swim – Take 5s 100 Swim br 3/5/7/3 by 25",70,4200
3,Triathlon Swim Series - Endurance Build #3,2000,"Warm Up 500 as: - 300 Swim @50-60% - 2x25 Kick - Take 5-10s - 2x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 3x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 3x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 2x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",40,2400
3,Triathlon Swim Series - Endurance Build #3,2200,"Warm Up 500 as: - 300 Swim @50-60% - 3x25 Kick - Take 5-10s - 3x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 4x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 3x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 3x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",44,2640
3,Triathlon Swim Series - Endurance Build #3,2500,"Warm Up 500 as: - 300 Swim @50-60% - 3x25 Kick - Take 5-10s - 3x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 4x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 4x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 3x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",50,3000
3,Triathlon Swim Series - Endurance Build #3,2700,"Warm Up 500 as: - 300 Swim @50-60% - 3x25 Kick - Take 5-10s - 3x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 5x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 4x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 3x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",54,3240
3,Triathlon Swim Series - Endurance Build #3,3000,"Warm Up 500 as: - 300 Swim @50-60% - 3x25 Kick - Take 5-10s - 3x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 5x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 4x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 3x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",60,3600
3,Triathlon Swim Series - Endurance Build #3,3200,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 5x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",64,3840
3,Triathlon Swim Series - Endurance Build #3,3500.0,"Warm Up 500 as: - 300 Swim @50-60% - 4x25 Kick - Take 5-10s - 4x25 Swim as 12.5 HARD / 12.5 EASY - Take 5-10s Drill Set - Take 5-10s after each 50 6x50 as: - ODDS: Catch-Up Drill - EVENS: 6-Kick Switch Drill Pre-Set 500 Pull/Paddles as 100H/100E, 75H/75E, 50H/50E, 25H/25E Main Set 5x400 - Take 15-20s after each, as: #1 - @70% br3 #2 - in 4:45–4:50 (Z2) #3 - @70% br3 #4 - 4:39–4:44 (CS) #5 - Paddles @70% br3 Cool Down 4x25 Catch-Up Drill - Take 5s 100 Swim br 3/5/7/3 by 25",70,4200
4,Triathlon Swim Series - Endurance Build #4,2000,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 2x50 Swim in :35 (CS) on :45 - 2x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 2x200 Pull/Paddles @70-80% - Take 20s 5x50 BAND - Take 15s 3x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,40,2400
4,Triathlon Swim Series - Endurance Build #4,2200,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 3x50 Swim in :35 (CS) on :45 - 3x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 3x200 Pull/Paddles @70-80% - Take 20s 5x50 BAND - Take 15s 3x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,44,2640
4,Triathlon Swim Series - Endurance Build #4,2500,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 3x50 Swim in :35 (CS) on :45 - 3x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 3x200 Pull/Paddles @70-80% - Take 20s 6x50 BAND - Take 15s 4x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,50,3000
4,Triathlon Swim Series - Endurance Build #4,2700,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 3x50 Swim in :35 (CS) on :45 - 3x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 3x200 Pull/Paddles @70-80% - Take 20s 6x50 BAND - Take 15s 4x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,54,3240
4,Triathlon Swim Series - Endurance Build #4,3000,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 3x50 Swim in :35 (CS) on :45 - 3x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 3x200 Pull/Paddles @70-80% - Take 20s 7x50 BAND - Take 15s 4x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,60,3600
4,Triathlon Swim Series - Endurance Build #4,3200,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 4x50 Swim in :35 (CS) on :45 - 4x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 4x200 Pull/Paddles @70-80% - Take 20s 7x50 BAND - Take 15s 5x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,64,3840
4,Triathlon Swim Series - Endurance Build #4,3500.0,Warm Up 700 as: - 200 @50-70% - 200 Pull @70% - 4x50 Swim in :35 (CS) on :45 - 4x25 FAST - Take 10s Drill Set 6x(25 Front Scull / 25 Swim) - Take 10s Pre-Set 600 Swim as 25H / 25E Main Set 4x200 Pull/Paddles @70-80% - Take 20s 8x50 BAND - Take 15s 5x100 Pull @80-90% - Take 20s Cool Down 200 Swim br 3/5/3/7,70,4200
5,Triathlon Swim Series - Endurance Build #5,2000,"Warm Up 700 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 2x25 Press Your Buoy Drill Drill Set 5x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 3x100 as 25 Single Arm Drill, 75 Swim - Take 15s 2x200 Swim in 2:22–2:25 (Z2) on 2:35 2x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",40,2400
5,Triathlon Swim Series - Endurance Build #5,2200,"Warm Up 700 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill Drill Set 5x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 4x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 2:22–2:25 (Z2) on 2:35 3x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",44,2640
5,Triathlon Swim Series - Endurance Build #5,2500,"Warm Up 700 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill Drill Set 6x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 4x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 2:22–2:25 (Z2) on 2:35 3x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",50,3000
5,Triathlon Swim Series - Endurance Build #5,2700,"Warm Up 700 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill Drill Set 6x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 5x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 2:22–2:25 (Z2) on 2:35 3x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",54,3240
5,Triathlon Swim Series - Endurance Build #5,3000,"Warm Up 700 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill Drill Set 7x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 5x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 2:22–2:25 (Z2) on 2:35 3x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",60,3600
5,Triathlon Swim Series - Endurance Build #5,3200,"Warm Up 700 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 4x25 Press Your Buoy Drill Drill Set 7x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 5x100 as 25 Single Arm Drill, 75 Swim - Take 15s 4x200 Swim in 2:22–2:25 (Z2) on 2:35 4x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",64,3840
5,Triathlon Swim Series - Endurance Build #5,3500.0,"Warm Up 700 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 4x25 Press Your Buoy Drill Drill Set 8x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim Pre-Set 600 Swim as 50H / 25E Main Set 6x100 as 25 Single Arm Drill, 75 Swim - Take 15s 4x200 Swim in 2:22–2:25 (Z2) on 2:35 4x50 Swim w/ Fins @50-70% - Take 10s Cool Down 100 EASY Backstroke 100 EASY Swim",70,4200
6,Triathlon Swim Series - Endurance Build #6,2000,"Warm Up 750 as: - 200 Swim @50-70% - 3x25 Catch Up Drill - Take 5s - 2x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 3x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 3x75 Swim in :52 (CS) on 1:05 Main Set 2x100 Swim in 1:10 (CS) on 1:20 1x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 2x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",40,2400
6,Triathlon Swim Series - Endurance Build #6,2200,"Warm Up 750 as: - 200 Swim @50-70% - 4x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 4x75 Swim in :52 (CS) on 1:05 Main Set 3x100 Swim in 1:10 (CS) on 1:20 1x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 3x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",44,2640
6,Triathlon Swim Series - Endurance Build #6,2500,"Warm Up 750 as: - 200 Swim @50-70% - 4x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 4x75 Swim in :52 (CS) on 1:05 Main Set 3x100 Swim in 1:10 (CS) on 1:20 1x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 3x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",50,3000
6,Triathlon Swim Series - Endurance Build #6,2700,"Warm Up 750 as: - 200 Swim @50-70% - 5x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 5x75 Swim in :52 (CS) on 1:05 Main Set 3x100 Swim in 1:10 (CS) on 1:20 2x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 3x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",54,3240
6,Triathlon Swim Series - Endurance Build #6,3000,"Warm Up 750 as: - 200 Swim @50-70% - 5x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 5x75 Swim in :52 (CS) on 1:05 Main Set 3x100 Swim in 1:10 (CS) on 1:20 2x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 3x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",60,3600
6,Triathlon Swim Series - Endurance Build #6,3200,"Warm Up 750 as: - 200 Swim @50-70% - 5x25 Catch Up Drill - Take 5s - 4x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 5x75 Swim in :52 (CS) on 1:05 Main Set 4x100 Swim in 1:10 (CS) on 1:20 2x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 4x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",64,3840
6,Triathlon Swim Series - Endurance Build #6,3500.0,"Warm Up 750 as: - 200 Swim @50-70% - 6x25 Catch Up Drill - Take 5s - 4x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% Drill Set 6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim Pre-Set 6x75 Swim in :52 (CS) on 1:05 Main Set 4x100 Swim in 1:10 (CS) on 1:20 2x300 Swim in 3:33–3:37 (Z2) on 3:50, sight each 25 4x200 Swim on 2:40 as: - ODDS: in 2:19–2:22 (CS) - EVENS: in 2:26–2:29 (Z1) Cool Down 200 EASY Pull",70,4200
7,Triathlon Swim Series - Endurance Build #7,2000,"Warm Up 600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 3x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 3x100 Swim in 1:11 (Z2) on 1:25 3x100 Swim in 1:10 (CS) on 1:25 2x100 Swim in 1:07 (5%) on 1:25 2x100 Swim in 1:03 (10%) on 1:25 2x50 Swim in :33 (5%) on :50 Cool Down 2x25 Press Your Buoy - Take 10s 100 Choice",40,2400
7,Triathlon Swim Series - Endurance Build #7,2200,"Warm Up 600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% Drill Set 4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation Pre-Set 500 Pull as 25 HARD / 25 EASY Main Set 4x100 Swim in 1:11 (Z2) on 1:25 3x100 Swim in 1:10 (CS) on 1:25 2x100 Swim in 1:07 (5%) on 1:25 2x100 Swim in 1:03 (10%) on 1:25 2x50 Swim in :33 (5%) on :50 Cool Down 2x25 Press Your Buoy - Take 10s 100 Choice",44,2640
